"""#TDP_KwonYuri: Mention gue krik krik mencen dong'-')/"""
"""#ManvithT: RT @pranay2492: @RaoGopalaRao_ @PawanKalyan Pawan ki entha fans unna Agnathavaasi hit indha ?? TDP fans twitter lo entha kusina ... ground..."""
""
"""#TDP_9166: RT @nu_mindframe: People who keep you in confusion do so for a reason. If they wanted you to go, they'd say it. If they wanted you to stay,..."""
""
"""#timeseek1970: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ravipalliteja: RT @PawanKalyan: Both ruling TDP - BJP &amp; opposition YSRCP instead of mud slinging on each other they should come together &amp; find a way to d..."""
""
"""#chatpatikhabre: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ravipalliteja: RT @PawanKalyan: The announced ""Special Package"" by centre &amp;accepted by TDP then - Now People would like to know why  the sudden realisatio..."""
""
""
""
"""#dr_boddepalli: RT @taruns_: ?????????????? ???? ?????? ????, ???? ??????? ???????? ???????? : ????\n\n????????????? TDP ???????? ??????? ???? ????????? ???..."""
""
"""#Absolutely_Prit: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ManvithT: RT @onlychirufan: First TDP, YCP laki sawaal chesindi PK Daniki replyga sawaal accept chesindi Jagan.\nBut pressmeet petti Jagan sawaalni sw..."""
""
"""#vinayreddy00001: RT @im_arani: Ipudu current situation..\nPK fans\nVs MB fans\nVs Buddi fans\nVs Prabhas fans\nVs Few ECF\nVs TDP\nVs YCP\nVs Media\nVs Allu mafia\nVs..."""
""
"""#bn_simha: RT @ShailajaReddi: ?????? ???????? ? ???????  ????????? ????????? ?????? ???????? ???? ?????????\n #NCBN #TDP #Chintamaneni https://t.co/K0i..."""
""
"""#v2l2b2: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#jaaypeeeeeee: TDP https://t.co/KPUqrYMa4G"""
""
"""#TDP_KwonYuri: Ciee yang bicara sama bot :p"""
""
"""#swadharmah: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#mohapatrasachi1: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#shobhits89: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#maganurravi: RT @IAmKittu_: padmanabhaiah report ne pawankalyan chandrababu ki anukulamga marchi ivvadu, andhukani padmanabhaiah,iyr krishna rao(anti TD..."""
""
"""#Ravi9704861109: RT @Ravi9704861109: @JanaSenaParty @PawanKalyan @ncbn @kathimahesh @RojaSelvamaniRK @ysjagan @OfficeOfRG @JaiTDP Attention TDP guys get the..."""
""
"""#MilfordxHunter: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""AAMahesh3: RT @varun2c: @SakshiHDTV If you re really guilty of helping #TDP to come into power in 2014 then pay that off by convincing #NCBN #TDP MP's..."""
""
"""#TDP_9166: i put my trust in you &amp; this is how you replace it."""
""
"""#TOIIndiaNews: Nothing wrong in voicing opinion: Ashok Gajapathi Raju on BJP-TDP ties https://t.co/HfFMjm7Xsa"""
""
"""#AAMahesh3: RT @YSRDist_RameshR: @PMOIndia TAKE IMMEDIATE ACTION SIR. ?????? ??????? ????????? ????????? ????????? ?????...???.\n??????? ? ??????? ????..."""
""
"""#AAMahesh3: RT @taruns_: ?????????????? ???? ?????? ????, ???? ??????? ???????? ???????? : ????\n\n????????????? TDP ???????? ??????? ???? ????????? ???..."""
""
"""#bombayinformer: Nothing wrong in voicing opinion: Ashok Gajapathi Raju on BJP-TDP ties https://t.co/TcnU9PrNBG"""
""
"""#Kd9news: RT @IAmKittu_: \""JFC valla evaridhi tappu anedhi telusuthundhi, bjp tappu entha, tdp tappu entha telustadi, mari andhulo package ane mata en..."""
""
"""#Kd9news: RT @IAmKittu_: JFC jagan o,congress o communist lo petaledhu, TDP BJP ki support chesina Pawankalyan pettadu, committee lo unna member ga n..."""
""
"""#kasireddysubba1: RT @anjiakkireddy: Idhi TDP Natakalu chesthunna goppa panulu.. Evari range lo vallu dhochukuntunnaru.... @ncbn https://t.co/cZUcP0B3iw"""
""
"""#AAMahesh3: RT @inturipunch: ???? ???? \""?? ??\"" ??? ????????? ???????? ?????? \""?? ??\"" ????????.. ???????? ??????????, ??????????? ??????????? \""?? ??\"" ??..."""
""
"""#muralialla84: @naralokesh  @ncbn And this is from m another news paper article.Plz plz for Party sake take it as serious issue.It... https://t.co/3Jf6tjRUah"""
""
"""#VATTIKUTIV: RT @onlychirufan: Fans :PK poratam chestunnadu\nVoter:evari meeda BJP or TDP?\nF:aa okati adakku\n\nF:contest chestadu\nV:Enni seats,with TDP or..."""
""
"""#kuchipudivasu: RT @SreeyanshReddy: @KTRTRS @telangana_cmo @RaoKavitha @trsharish @JaiTDP @ncbn @trspartyonline incase if you forgot ....1996 July #KaChaRa..."""
""
"""#teja238: RT @taruns_: ?????????????? ???? ?????? ????, ???? ??????? ???????? ???????? : ????\n\n????????????? TDP ???????? ??????? ???? ????????? ???..."""
""
"""#ManvithT: RT @kakuharimadhuri: ???? ???? \""?? ??\"" ??? ????????? ???????? ?????? \""?? ??\"" ????????.. ???????? ??????????, ??????????? ??????????? \""?? ??..."""
""
"""#ManvithT: RT @varun2c: One thing people of #AndhraPradesh should realise is, #PawanKalyan is not helping in \""ANY WAY\"" to get the people's problems so..."""
""
"""#lokesh848: RT @sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.\n#YCPGoons..."""
""
"""#POKURIPOKURI: RT @muralialla84: @naralokesh @ncbn Sir can you plz look into https://t.co/q7U1iUI0ZB our Minister and his binami Chowdary are doing this.T..."""
""
"""#mahesh_024: RT @onlychirufan: First TDP, YCP laki sawaal chesindi PK Daniki replyga sawaal accept chesindi Jagan.\nBut pressmeet petti Jagan sawaalni sw..."""
""
""
""
"""#msmhater: @yarlagaddavrao @kantuagasthya \""Centre's not giving funds\"" has become a trite grouse by yellows. Enlighten us on wh... https://t.co/CiVVFVy0Hf"""
""
"""#muralialla84: RT @muralialla84: @naralokesh @ncbn Sir can you plz look into https://t.co/q7U1iUI0ZB our Minister and his binami Chowdary are doing this.T..."""
""
"""#ManvithT: RT @taruns_: ?????????????? ???? ?????? ????, ???? ??????? ???????? ???????? : ????\n\n????????????? TDP ???????? ??????? ???? ????????? ???..."""
""
"""#muralialla84: @naralokesh @ncbn Sir can you plz look into https://t.co/q7U1iUI0ZB our Minister and his binami Chowdary are doing... https://t.co/odpEcSzEUO"""
""
"""#Ramakri33489148: RT @Darling_JSP: Bongulo TDP gurinchi enduku matladutharo ento ee ycp gallu\nYCP Aviswasam pedithe labha padedhi YCP ne kada.\nAnd PK credits..."""
""
"""#ManvithT: RT @jaganannasena: ??????? ?????? ????? ???????? ?????? ?????? ???? ???????? ????? ??????? ????????? : ?????????? ???\n#vaizag #araku\n#TDP h..."""
""
"""#ManvithT: RT @JaganSainyam: ?????? ?? ????????? ????????????? , ??? ???????? ????? ?????????? @PawanKalyan ???? ???? ???? ????.\n#tdp #ncbn #jfc #ysrc..."""
""
"""#jwladimr: El @cdzamarat @FemSantAdria Se puede ver en tdp+ https://t.co/CK8JaRls1K"""
""
"""#ManvithT: RT @inturipunch: ???? ???? \""?? ??\"" ??? ????????? ???????? ?????? \""?? ??\"" ????????.. ???????? ??????????, ??????????? ??????????? \""?? ??\"" ??..."""
""
"""#ManvithT: RT @YSRDist_RameshR: @PMOIndia TAKE IMMEDIATE ACTION SIR. ?????? ??????? ????????? ????????? ????????? ?????...???.\n??????? ? ??????? ????..."""
""
""
""
"""#prasadhemant: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ShailajaReddi: ?????? ???????? ? ???????  ????????? ????????? ?????? ???????? ???? ?????????\n #NCBN #TDP #Chintamaneni https://t.co/K0isFxzbWg"""
""
"""#thisisreddy__: RT @taruns_: ?????????????? ???? ?????? ????, ???? ??????? ???????? ???????? : ????\n\n????????????? TDP ???????? ??????? ???? ????????? ???..."""
""
"""#KiranKBhat: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
""
""
"""#Daow_tdp: RT @jsmtjyygyjbbjb: ???????????????????? ?????????? 555555555555555555555555555555555555 #????????????? https://t.co/yPe84VGuuu"""
""
""
""
"""#Daffy_Daffs: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
""
""
"""#Daow_tdp: RT @nmpang45: \xed??\xed?\u0099 ??????.#MarkBam 7??????10??? \n\xed??\xed?\u009a ??????.#??????? 7?? ????10???\n\xed??\xed?\u009b ??????.#GOT7 ?????. 7?? ????8???\n\xed??\xed?? ??????.#WANNAONE ?????...."""
""
"""#She_MCambridge: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#yogeshs49894083: RT @apnnewsindia: Aviation Minister Ashok Gajapathi Raju defends protests by his party #TDP, saying there is nothing wrong in voicing opini..."""
""
"""#procks183: RT @pavangspk: ???? ??????? TDP ??????????, Package ??????????? ??? ???? ??????? ???? ????? ??????? ???????? ???? ??????? ???????.? video..."""
""
"""#cokacolo_: @miquelpuente @CompeticionFEB @cdzamarat @FemSantAdria @teledeporte De siempre se ha conocido a @teledeporte como T... https://t.co/otTxwRYAVd"""
""
"""#salaamhyd11: RT @JaiTDP: ??? ????? ???????? ???????? ??????? ??????? ???????????????? ????????? ?????  ???????????? ?????????? ???????... https://t.co/4..."""
""
""
""
""
""
"""#DonkadaSatya: RT @SreeyanshReddy: @KTRTRS @telangana_cmo @RaoKavitha @trsharish @JaiTDP @ncbn @trspartyonline incase if you forgot ....1996 July #KaChaRa..."""
""
"""#ThanhDuPlessis: Canada's National Research Council (NRC) explores the potential of #Blockchain technology https://t.co/PB54bcQPZh"""
""
"""#salaamhyd11: RT @JaiTDP: CBN opens up about the injustice meted out to Andhra Pradesh by both Congress and BJP \n\n#APDemandsJustice https://t.co/SFdFq2Z7..."""
""
"""#thisisreddy__: RT @taruns_: AP ?? ????? \u20b91000 ?????? ??????? ?? \u20b9800 BJP ????????? ????????? ???????\nBJP \u20b9800 ????? TDP \u20b9200 ?????? ?????? \u20b91000 ????????."""
""
"""#thaliya11: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#sheryse_biran: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#2dddgst: VLW AE TDP, BAD TA COMO ? RAJADA LEK\n\nhttps://t.co/xHhOb7ZhzR"""
""
"""#surya_medisetti: RT @IAmKittu_: \""JFC valla evaridhi tappu anedhi telusuthundhi, bjp tappu entha, tdp tappu entha telustadi, mari andhulo package ane mata en..."""
""
"""#tiru_2000: RT @mahesh10816: Kaama Hassan says 6 hands in his party logo represent 6 southern states. Yesterday TDP MLA says he wants to separate 6 sou..."""
""
"""#alwaysZAYNnnn: @JanaSenaBSU @JanaSenaParty Imma big pawan fan.  Its not wrong that u askin ysrcp to put forward no confidence.but... https://t.co/xYuxcDyFzR"""
""
"""#ranjithanugonda: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#breddyinduri: RT @varun2c: @SakshiHDTV If you re really guilty of helping #TDP to come into power in 2014 then pay that off by convincing #NCBN #TDP MP's..."""
""
"""#salaamhyd11: RT @JaiTDP: \""A well behaved above average boy with winning manners. Ready to take responsibility. Acted as class leader for... https://t.co..."""
""
"""#Vincy7M_: RT @varun2c: @SakshiHDTV If you re really guilty of helping #TDP to come into power in 2014 then pay that off by convincing #NCBN #TDP MP's..."""
""
"""#TDP_KwonYuri: JANGAN PANGGIL AKU PESEK DONG T.T KAN GAK PESEK BANGET._."""
""
"""#majahniko: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
""
""
"""#Aban_ind: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#Jusbreel: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#anirudh272002: RT @SreeyanshReddy: @KTRTRS @telangana_cmo @RaoKavitha @trsharish @JaiTDP @ncbn @trspartyonline incase if you forgot ....1996 July #KaChaRa..."""
""
"""#whencutwit: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ifeyiferrier: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#tarak4455: @pramodkotari @ncbn Because of lands of tdp leaders"""
""
""
""
"""#simplejaveed: RT @dhanyarajendran: Comparatively high gdp, but low income, needs more employment generation. @tarauk also a member of @PawanKalyan's Join..."""
""
"""#Senag23: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#The_Real_TDP: RT @o_g_kicks: \xed??\xed??NMD HUMAN RACE CREAMS\xed??\xed??\nSecure your pair? \nPlace your pre order before Feb 22th.\nALL SIZES AVAILABLE\nDm us for single or bul..."""
""
"""#pradeeepjourno: ???? ??????? ????? ??????? ???????? ???????? ????? ??????? ??????????????? ????? ?????? ??????. ????? ?????? ?????... https://t.co/hFJTEYriL9"""
""
"""#chowdariii: @ncbn ???? ??????? ?????\n ?????? ??????? ???? ??????\n bjp ?? ?????????  ?????  ???????? ??? ???????????? ??????? ??... https://t.co/pSVXrXaYdm"""
""
"""#MaverickKhush: RT @mahesh10816: Kaama Hassan says 6 hands in his party logo represent 6 southern states. Yesterday TDP MLA says he wants to separate 6 sou..."""
""
"""#venkat_ga: ?????????: ?????????? ???????????? https://t.co/Mv6uYuDuAO"""
""
"""#srinivasbandi11: RT @avndec31: Adi battu kadu ra na batta\nBhutto ra sannasi \nNekenduku ra politics me hero ni tdp office gate daggara kuda ranivvaru,poyi we..."""
""
"""#tarak4455: @ncbn Everything is in. CHITTOOR district.. empty hand for West Godavari district.. the district voted 100% to tdp.... https://t.co/7prbuGcTcL"""
""
"""#FSPILN: Masih banyak perusahaan yang bergerak di bidang rekrutmen tenaga kerja dan penempatan tenaga kerja pelaut ke... https://t.co/VAn4DY98kr"""
""
"""#psanbu: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#SidduOfficial: @Harinani_ Telisina Emi chesedi ledu ga mawa?\nEla aina malli TDP, YSRCP lo ne Govt form chestadi.!!!\nAnduke Verri j... https://t.co/xfh23qBf7g"""
""
"""#navbhaarat: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#kollarajamohan: @ncbn @PullaRaoP_TDP ??????????? ???????? ????? ????????? ??????????? ???????? ????????? ?????????. ??????? ?????... https://t.co/IRkrT3y8WB"""
""
"""#vinodgnair73: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#karthik_k86: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
""
""
"""#Daow_tdp: RT @MP_MAI6676: ??????. 10 ??? \n??? 2000 ???\n??????????????????????? (????????)\n???.????????????? ???????????????? 20? ???\n.\n.\n#GOT7 #Wanna..."""
""
"""#Jaganfan0007: RT @snr_svr: Prasninchadam kosame janasena, tdp ki vote veyyandi haamelu neraverchakapothe nenu unna, kaani tdp ni matram prasninchadu, mig..."""
""
"""#KarodeRajesh: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#Cult_Pawanis_T: @s_srikant @Prasanthstarone @PawanKalyan @ncbn ilage kurchoni vonthuleskondii ,, nuvvu mee jagan &amp; co , lakshakotlu... https://t.co/vHflMQHyZx"""
""
"""#surya_medisetti: RT @SidduOfficial: Jagan laanti avineethi parudu avisvaasa theermanam pedithe memu madhathu ivvamu - TDP Somi Reddy \xed??\xed?\u0084\n\nNinna ne cheppa ga,..."""
""
"""#SidduOfficial: @Harinani_ Nenu PK gari gurinchi matladatledu, Adi pettina sare meeru anukunnadi emi jaragadhu antunna !! Just TDP... https://t.co/Ybeh3fGN80"""
""
""
""
"""#kasireddysubba1: @ObamaSatyabhama @teja238 @Jaganfan0007 Mee Anna ki KCR lo magaadu kanipinchadu ..Yelaaa ani meeru adagaru ...Chand... https://t.co/67EXjZ1KYg"""
""
"""#hirajesh999: RT @BangaloreTDP: Minister Nara Lokesh US Trip!\n\n - AP Business Round Table Meeting- Washington..\n\n - NRI TDP ?????????..\n\n - CARDLYTICS ??..."""
""
"""#spwantstoknow: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#rishi_iitr: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#HARI_Megafan: RT @TelakapalliRavi: BJP people are sure that TDP  remains with them for 2019 and all protests are for people only. So Minister Acchemnaidu..."""
""
"""#deepshikhasain5: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#Shr_Dixit: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#ramana_brf: RT @svdvizag: I hope this fight escalates and both split much before elections. An independent BJP competing with TDP is good for the state..."""
""
"""#TDPEtcherla: RT @sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.\n#YCPGoons..."""
""
"""#ravindracheepu: RT @sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.\n#YCPGoons..."""
""
"""#dhruvabatni: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#cosmicblinker: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#Cult_Pawanis_T: @rutherfordnaidu @ManviDad cheppakadha , mee vadu meeru panikoche matalu , Panikoche panulu papana kuda cheyyaru ,... https://t.co/m5K225Myqm"""
""
"""#Suneel9459: RT @sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.\n#YCPGoons..."""
""
"""#sancorps: @sri_0811 @srinuthokasepu @tdptrending @BangaloreTDP @CBN_ARMY @naralokesh @atpdist_tdp Bhayapettam thappa em peeku... https://t.co/HQOCnKYIl2"""
""
"""#ranganaathan: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#karyakarta1992: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#srinuthokasepu: RT @sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.\n#YCPGoons..."""
""
"""#ploi_7: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#sri_0811: ???? ??????? ??????? ????????? ????? ?????????? ??????????????. ?????? ???? ??????????? ????? ?? ???????? ???????.... https://t.co/gJFYgBZOkW"""
""
"""#agnathawasi: RT @Kapilvarala: \""JFC valla evaridhi tappu anedhi telusuthundhi, bjp tappu entha, tdp tappu entha telustadi, mari andhulo package ane mata..."""
""
"""#yschowdary: RT @AndhraPradeshCM: CM @ncbn in Live interaction with Sadhikara Mitra at Amaravati.\nhttps://t.co/F698u9S53E"""
""
"""#srikanth1868: RT @IAmKittu_: \""JFC valla evaridhi tappu anedhi telusuthundhi, bjp tappu entha, tdp tappu entha telustadi, mari andhulo package ane mata en..."""
""
"""#MARRIBHASKAR3: Tdp lo andaru waste fellows with cm and mp and mla"""
""
"""#youngsterchandu: @Bsathii @JSPShatagniTeam Bittiri bayya nekoti ardam katledu ipudu odipoina vadi meda padadam yenti ani nuvu antunn... https://t.co/PXIeveJR5F"""
""
"""#YSJaganHolics: RT @Karishm26432748: Yes sir he do this Last 4 Years to save CBN and TDP https://t.co/SzpelJMeKB"""
""
""
"""#Jaganfan0007: RT @Karishm26432748: Yes sir he do this Last 4 Years to save CBN and TDP https://t.co/SzpelJMeKB"""
""
"""#ravi2chilakala: RT @naresh__pspk: Present Scenario of #TelugumediaVsPoliticalParties (tdp,Ycheapy)\nWatch carefully https://t.co/uhxcWFbkJS"""
""
"""#AlwaysAkkineni: RT @taruns_: AP ?? ????? \u20b91000 ?????? ??????? ?? \u20b9800 BJP ????????? ????????? ???????\nBJP \u20b9800 ????? TDP \u20b9200 ?????? ?????? \u20b91000 ????????."""
""
"""#meenavyas50: RT @mahesh10816: Kaama Hassan says 6 hands in his party logo represent 6 southern states. Yesterday TDP MLA says he wants to separate 6 sou..."""
""
"""#nagabhushanb: RT @Leopard212: A few days ago, a TDP MP called for a separate country.\n\nToday, actor Kamal Hassan forms a new party, and calls his symbol..."""
""
"""#kondurunaresh71: RT @TelakapalliRavi: BJP people are sure that TDP  remains with them for 2019 and all protests are for people only. So Minister Acchemnaidu..."""
""
"""#wwwatakco: Buy now via https://t.co/VfepCq6J15, Join Us !!! 5.56 Extended Frt &amp; Rr TDP,\""Enhanced Feature\"", Detent Pins(5),Spri... https://t.co/y7GaVZK0H4"""
""
"""#wtfex: RT @svdvizag: People habituated with TDP propaganda are the last one to judge. The days of sugar coating nepotism, cronyism are over. Doesn..."""
""
"""#bielcavalari: Turma do Pagode - Mania TDP / Nosso DNA https://t.co/Mt59IDz2oI via @YouTube"""
""
""
""
"""#VenkatR67444002: RT @NtvteluguHD: #YSJagan Sensational Comments On #PawanKalyan &amp; #ChandrababuNaidu Over #JFC &amp; #APSpecialPackage \nFull Video ? https://t.co..."""
""
"""#TDP_Academy: RT @Meteo1970: $silver vs $gold https://t.co/PrHEOs5AgJ"""
""
"""#NEHARAJ68219434: RT @NH_India: #TDP leader Vara Prasada said that the strain in its relationship with #BJP was building for quite a long time. Absence of sp..."""
""
"""#Naidugorle6: @PawanKalyan Sir bjp,tdp state ki em eivvaledu tdp chetakani tanam valane eudanta enni rojulu tdp ycp bjp lu  natak... https://t.co/H8BSqh5O4z"""
""
"""#s_srikant: @Prasanthstarone @PawanKalyan @ncbn Why not tdp first"""
""
"""#venkee_yadav: RT @taruns_: AP ?? ????? \u20b91000 ?????? ??????? ?? \u20b9800 BJP ????????? ????????? ???????\nBJP \u20b9800 ????? TDP \u20b9200 ?????? ?????? \u20b91000 ????????."""
""
"""#sri_0811: @atpdist_tdp https://t.co/mCTIRC5BOW"""
""
""
""
"""#Kla_Marieee: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#F1PS: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
"""#ToniDelgadoG: RT @FemSantAdria: Tendremos 2 opciones para ver las LILAS en @cdzamarat en el encuentro de #LigaDia.\n\n\xed??\xed?\u0089 En directo (\u23f019h) por Internet @tel..."""
""
"""#JamarcGibson: RT @QuaceyMUFC: *STOLEN VEHICLE ALERT*\n\n*TDP 4926*\n\n*SILVER NISSAN FRONTIER/NAVARA*\n\nPlease be on the look out for a silver Nissan Frontier..."""
""
""
"""#ASrinu75: RT @ASrinu75: @HanuNTR Ha Ha Telugu Desam ante Desam Lo Unna telugu vari Kosam annatu ledu, Telugu varini Dochukune Party laga undi,Chiru g..."""
""
"""#unofficial_cbn: After Nandyal Election, Telugu Desam Party (TDP) worked really hard to get Nandyal Clean. \nListen from people of... https://t.co/29uuXdXaNw"""
""
